,batch_size,input_dim,output_dim,device,t_dense,t_sparse,mem_dense,mem_sparse
0,1,1,1,cpu,7.440289482474327e-05,0.00035265395417809485,8,40
1,1,1,1,cuda:0,0.00021002236753702163,0.001046144776046276,8,40
2,1,1,2,cpu,6.722304970026016e-05,0.00036769099533557893,32,80
3,1,1,2,cuda:0,0.0001310797408223152,0.0009989034384489059,32,80
4,1,1,10,cpu,7.172087207436561e-05,0.0003450900316238403,800,400
5,1,1,10,cuda:0,0.00022307587787508964,0.0009610489942133427,800,400
6,1,1,20,cpu,7.721744477748871e-05,0.00036664335057139396,3200,800
7,1,1,20,cuda:0,0.00013055596500635147,0.0009239559061825275,3200,800
8,1,2,1,cpu,6.598690524697303e-05,0.0003490711562335491,12,60
9,1,2,1,cuda:0,0.00013406211510300637,0.0009130674414336681,12,60
10,1,2,2,cpu,6.909472867846488e-05,0.00035013966262340543,48,120
11,1,2,2,cuda:0,0.0001314847730100155,0.0009287540800869465,48,120
12,1,2,10,cpu,8.348934352397919e-05,0.00038417382165789604,1200,600
13,1,2,10,cuda:0,0.00012783203274011612,0.000943756103515625,1200,600
14,1,2,20,cpu,8.056303486227989e-05,0.0003850816749036312,4800,1200
15,1,2,20,cuda:0,0.00013182712718844413,0.0009521860629320145,4800,1200
16,1,10,1,cpu,6.69926404953003e-05,0.0003548191860318184,44,220
17,1,10,1,cuda:0,0.0001301787793636322,0.0009084020741283894,44,220
18,1,10,2,cpu,7.142061367630959e-05,0.0003649321384727955,176,440
19,1,10,2,cuda:0,0.00013780556619167328,0.0009574242867529392,176,440
20,1,10,10,cpu,7.626758888363838e-05,0.0003429320640861988,4400,2200
21,1,10,10,cuda:0,0.00011845231056213379,0.0008704078383743763,4400,2200
22,1,10,20,cpu,8.341940119862556e-05,0.0003919263370335102,17600,4400
23,1,10,20,cuda:0,0.00014437073841691017,0.0008981841616332531,17600,4400
24,1,20,1,cpu,7.832106202840806e-05,0.00036184536293148994,84,420
25,1,20,1,cuda:0,0.0001371351070702076,0.0009252828545868397,84,420
26,1,20,2,cpu,7.74548389017582e-05,0.0003769172355532646,336,840
27,1,20,2,cuda:0,0.00013425061479210854,0.0009362480603158474,336,840
28,1,20,10,cpu,7.332023233175278e-05,0.0004048052243888378,8400,4200
29,1,20,10,cuda:0,0.000135808065533638,0.0009545466862618923,8400,4200
30,1,20,20,cpu,8.439719676971436e-05,0.00042392797768116,33600,8400
31,1,20,20,cuda:0,0.00013450905680656433,0.0009537436068058014,33600,8400
32,2,1,1,cpu,6.763506680727006e-05,0.00035342928022146224,16,80
33,2,1,1,cuda:0,0.00012332024052739144,0.0009050287306308746,16,80
34,2,1,2,cpu,7.297797128558159e-05,0.00037558320909738543,64,160
35,2,1,2,cuda:0,0.00012943148612976074,0.0009585206396877765,64,160
36,2,1,10,cpu,7.521305233240127e-05,0.0003932042978703976,1600,800
37,2,1,10,cuda:0,0.0001303882338106632,0.0009705895557999611,1600,800
38,2,1,20,cpu,7.496858015656471e-05,0.0003810379654169083,6400,1600
39,2,1,20,cuda:0,0.0001307793892920017,0.0009890836663544178,6400,1600
40,2,2,1,cpu,6.765611469745636e-05,0.0005007613450288773,24,120
41,2,2,1,cuda:0,0.0001695348881185055,0.0011538762599229812,24,120
42,2,2,2,cpu,8.164551109075546e-05,0.0003938050009310246,96,240
43,2,2,2,cuda:0,0.00013007409870624542,0.0009948385879397393,96,240
44,2,2,10,cpu,8.022068068385124e-05,0.0004027518443763256,2400,1200
45,2,2,10,cuda:0,0.00013623423874378204,0.001005056593567133,2400,1200
46,2,2,20,cpu,9.036865085363389e-05,0.0004068375565111637,9600,2400
47,2,2,20,cuda:0,0.00013251863420009612,0.0009990152902901173,9600,2400
48,2,10,1,cpu,7.086889818310737e-05,0.0003847464919090271,88,440
49,2,10,1,cuda:0,0.0001256740652024746,0.0008846277371048928,88,440
50,2,10,2,cpu,7.153945043683052e-05,0.0003808910958468914,352,880
51,2,10,2,cuda:0,0.000128816906362772,0.0009763026610016823,352,880
52,2,10,10,cpu,7.855156436562539e-05,0.00040423935279250146,8800,4400
53,2,10,10,cuda:0,0.0001261419616639614,0.0009809400886297225,8800,4400
54,2,10,20,cpu,9.036185219883919e-05,0.0004783838987350464,35200,8800
55,2,10,20,cuda:0,0.00012890063226222992,0.0010238162241876126,35200,8800
56,2,20,1,cpu,6.240401417016983e-05,0.0003332587890326977,168,840
57,2,20,1,cuda:0,0.00011349357664585114,0.0008939377032220364,168,840
58,2,20,2,cpu,7.107136771082878e-05,0.0003857382573187351,672,1680
59,2,20,2,cuda:0,0.00012662373483181,0.000977901928126812,672,1680
60,2,20,10,cpu,7.264278829097748e-05,0.0003875331953167915,16800,8400
61,2,20,10,cuda:0,0.00012237746268510817,0.0009971504099667073,16800,8400
62,2,20,20,cpu,9.359549731016159e-05,0.00047763651236891745,67200,16800
63,2,20,20,cuda:0,0.00013165250420570372,0.0009860036894679069,67200,16800
64,8,1,1,cpu,6.965361535549164e-05,0.00036317221820354463,64,320
65,8,1,1,cuda:0,0.00012151142582297325,0.0009133469313383103,64,320
66,8,1,2,cpu,7.669357582926751e-05,0.00037694508209824563,256,640
67,8,1,2,cuda:0,0.00012960610911250114,0.0009586255997419358,256,640
68,8,1,10,cpu,7.651206105947494e-05,0.0003981771878898144,6400,3200
69,8,1,10,cuda:0,0.0001370443031191826,0.0009470246732234955,6400,3200
70,8,1,20,cpu,8.261632174253464e-05,0.0004054266959428787,25600,6400
71,8,1,20,cuda:0,0.0001264492981135845,0.000991556141525507,25600,6400
72,8,2,1,cpu,7.316675037145614e-05,0.00038424357771873476,96,480
73,8,2,1,cuda:0,0.00012886570766568184,0.0009355845861136914,96,480
74,8,2,2,cpu,7.423516362905502e-05,0.00037633748725056647,384,960
75,8,2,2,cuda:0,0.0001265120692551136,0.0009637239389121532,384,960
76,8,2,10,cpu,7.782522588968277e-05,0.0003764561377465725,9600,4800
77,8,2,10,cuda:0,0.00012606503441929816,0.0009735018946230411,9600,4800
78,8,2,20,cpu,0.00013448810204863548,0.0004545117728412151,38400,9600
79,8,2,20,cuda:0,0.00013177115470170976,0.0010492876172065735,38400,9600
80,8,10,1,cpu,8.031148463487625e-05,0.00040115239098668096,352,1760
81,8,10,1,cuda:0,0.00014981841668486594,0.00099268751218915,352,1760
82,8,10,2,cpu,7.6400488615036e-05,0.0004169785417616367,1408,3520
83,8,10,2,cuda:0,0.00015829717740416526,0.0009772174991667271,1408,3520
84,8,10,10,cpu,9.65428538620472e-05,0.0004904945380985737,35200,17600
85,8,10,10,cuda:0,0.00013309121131896973,0.0009903757832944392,35200,17600
86,8,10,20,cpu,0.00014958800747990608,0.0005635145120322704,140800,35200
87,8,10,20,cuda:0,0.00013561248779296874,0.0009561601094901562,140800,35200
88,8,20,1,cpu,6.413599476218224e-05,0.00037220977246761323,672,3360
89,8,20,1,cuda:0,0.00012845369055867196,0.0010128580033779144,672,3360
90,8,20,2,cpu,7.697297260165215e-05,0.00042132288217544556,2688,6720
91,8,20,2,cuda:0,0.00012341113761067392,0.0009668110869824886,2688,6720
92,8,20,10,cpu,9.448938071727752e-05,0.0006079900078475476,67200,33600
93,8,20,10,cuda:0,0.00012841178104281426,0.0009660497307777405,67200,33600
94,8,20,20,cpu,0.0001595752313733101,0.0008801020681858063,268800,67200
95,8,20,20,cuda:0,0.000128216203302145,0.0010136821307241916,268800,67200
96,16,1,1,cpu,7.020533084869384e-05,0.0003546793945133686,128,640
97,16,1,1,cuda:0,0.00012519210577011108,0.000915155652910471,128,640
98,16,1,2,cpu,7.214006036520005e-05,0.000366168562322855,512,1280
99,16,1,2,cuda:0,0.0001143106259405613,0.0009084719233214856,512,1280
100,16,1,10,cpu,8.012298494577407e-05,0.000403555016964674,12800,6400
101,16,1,10,cuda:0,0.00013499790802598,0.0009654281660914421,12800,6400
102,16,1,20,cpu,8.315416052937508e-05,0.00044351862743496895,51200,12800
103,16,1,20,cuda:0,0.00013043712824583053,0.0009410252794623375,51200,12800
104,16,2,1,cpu,6.89830631017685e-05,0.0003809611313045025,192,960
105,16,2,1,cuda:0,0.00012101558968424797,0.0008964451029896736,192,960
106,16,2,2,cpu,7.651206105947494e-05,0.00040743118152022364,768,1920
107,16,2,2,cuda:0,0.00013660425320267678,0.0009528077207505703,768,1920
108,16,2,10,cpu,9.269453585147858e-05,0.00043679298833012583,19200,9600
109,16,2,10,cuda:0,0.0001279229298233986,0.0009428830817341805,19200,9600
110,16,2,20,cpu,0.0001505797728896141,0.0005001327022910118,76800,19200
111,16,2,20,cuda:0,0.0001256180927157402,0.0009739348664879799,76800,19200
112,16,10,1,cpu,6.797043606638908e-05,0.00038814786821603773,704,3520
113,16,10,1,cuda:0,0.00013054199516773223,0.0009016553871333599,704,3520
114,16,10,2,cpu,8.084932342171669e-05,0.0004332728683948517,2816,7040
115,16,10,2,cuda:0,0.00016915081068873404,0.0009928691200912,2816,7040
116,16,10,10,cpu,0.00011107707396149636,0.0006789356470108032,70400,35200
117,16,10,10,cuda:0,0.00012982264161109924,0.0009730478748679161,70400,35200
118,16,10,20,cpu,0.00019719935953617097,0.0008008032105863095,281600,70400
119,16,10,20,cuda:0,0.00012973183766007423,0.0010066908784210683,281600,70400
120,16,20,1,cpu,7.108543068170547e-05,0.0004146458581089973,1344,6720
