,batch_size,input_dim,output_dim,device,t_dense,t_sparse,mem_dense,mem_sparse
104,16,2,1,cpu,0.00010869540274143219,0.00033651348203420637,6144,640
105,16,2,1,cuda:0,0.00011160783469676971,0.00025070542469620707,6144,640
106,16,2,2,cpu,0.00018543098121881485,0.00026916470378637316,24576,1280
107,16,2,2,cuda:0,0.00019260365515947342,0.0002705336548388004,24576,1280
108,16,2,10,cpu,0.0005324068479239941,0.00029532061889767645,614400,6400
109,16,2,10,cuda:0,0.0005117405205965042,0.0002933928743004799,614400,6400
110,16,2,20,cpu,0.0007008242420852185,0.00046338876709342005,2457600,12800
111,16,2,20,cuda:0,0.0006666084751486778,0.0003222866915166378,2457600,12800
112,16,10,1,cpu,0.0002138356678187847,0.00028231590986251833,112640,3200
113,16,10,1,cuda:0,0.00016313735395669937,0.00029501328244805334,112640,3200
114,16,10,2,cpu,0.00046347258612513544,0.0002966335974633694,450560,6400
115,16,10,2,cuda:0,0.0004918843507766724,0.00038179224357008933,450560,6400
116,16,10,10,cpu,0.0019483867101371289,0.000372104998677969,11264000,32000
117,16,10,10,cuda:0,0.0018931135535240173,0.00042681246995925905,11264000,32000
118,16,10,20,cpu,0.018875744938850404,0.0006353611126542092,45056000,64000
119,16,10,20,cuda:0,0.018747787177562713,0.0005467524752020836,45056000,64000
120,16,20,1,cpu,0.0003126274794340134,0.000285179540514946,430080,6400
121,16,20,1,cuda:0,0.0003105322830379009,0.0002880290150642395,430080,6400
122,16,20,2,cpu,0.0006472831591963768,0.0003203241154551506,1720320,12800
123,16,20,2,cuda:0,0.000654798187315464,0.00031922757625579834,1720320,12800
124,16,20,10,cpu,0.018487799633294343,0.0006030939519405365,43008000,64000
125,16,20,10,cuda:0,0.018495070282369852,0.0006138567812740802,43008000,64000
126,16,20,20,cpu,0.09235198190435767,0.0009644573554396629,172032000,128000
127,16,20,20,cuda:0,0.09089035987854004,0.0009718536399304867,172032000,128000
128,32,1,1,cpu,9.817713871598243e-05,0.0002441471442580223,8192,640
129,32,1,1,cuda:0,9.465711191296578e-05,0.00024070404469966888,8192,640
130,32,1,2,cpu,0.00012225173413753508,0.0002558387815952301,32768,1280
131,32,1,2,cuda:0,0.00012251706793904306,0.00026157284155488015,32768,1280
132,32,1,10,cpu,0.0003598897717893124,0.0002865903079509735,819200,6400
133,32,1,10,cuda:0,0.00027001677080988883,0.0002968571148812771,819200,6400
134,32,1,20,cpu,0.00043580811470746996,0.00032037291675806044,3276800,12800
135,32,1,20,cuda:0,0.00036904597654938696,0.00032457057386636734,3276800,12800
136,32,2,1,cpu,0.0001227126456797123,0.00026191510260105134,24576,1280
137,32,2,1,cuda:0,0.00013059796765446663,0.0002622783184051514,24576,1280
138,32,2,2,cpu,0.0004233761690557003,0.00026100007817149163,98304,2560
139,32,2,2,cuda:0,0.00043078651651740074,0.0002608045935630798,98304,2560
140,32,2,10,cpu,0.0006831680424511432,0.0003394679166376591,2457600,12800
141,32,2,10,cuda:0,0.0006519906222820282,0.0003313520923256874,2457600,12800
142,32,2,20,cpu,0.001878307107836008,0.00040678875520825384,9830400,25600
143,32,2,20,cuda:0,0.001529892534017563,0.00039736004546284673,9830400,25600
144,32,10,1,cpu,0.00035935882478952406,0.0002605600282549858,450560,6400
145,32,10,1,cuda:0,0.00041926242411136625,0.00025849295780062677,450560,6400
146,32,10,2,cpu,0.0006617685779929161,0.0003193393349647522,1802240,12800
147,32,10,2,cuda:0,0.0006930437870323658,0.0003267006948590279,1802240,12800
148,32,10,10,cpu,0.02216745475307107,0.0005324486643075943,45056000,64000
149,32,10,10,cuda:0,0.022040432877838613,0.0005924081429839134,45056000,64000
150,32,10,20,cpu,0.09996229773387313,0.0010311846621334554,180224000,128000
151,32,10,20,cuda:0,0.10505511807277798,0.0010104065760970116,180224000,128000
152,32,20,1,cpu,0.0006181030534207821,0.00034145833924412725,1720320,12800
153,32,20,1,cuda:0,0.0006075080484151841,0.00034197522327303884,1720320,12800
154,32,20,2,cpu,0.0018352704122662545,0.000424591451883316,6881280,25600
155,32,20,2,cuda:0,0.001814471371471882,0.00041947197169065473,6881280,25600
156,32,20,10,cpu,0.12747250990942122,0.0009447827935218811,172032000,128000
157,32,20,10,cuda:0,0.12767637893557549,0.0009528007358312607,172032000,128000
158,32,20,20,cpu,0.513978925626725,0.0019704707898199557,688128000,256000
159,32,20,20,cuda:0,0.506701216287911,0.001669555902481079,688128000,256000
