,batch_size,input_dim,output_dim,device,t_dense,t_sparse,mem_dense,mem_sparse
145,32,10,1,cuda:0,0.0001710435375571251,3.237184137105942e-05,13107200,0
146,32,10,2,cpu,0.00020294031128287315,3.376854583621025e-05,26214400,0
147,32,10,2,cuda:0,0.0001970387063920498,3.2930541783571245e-05,26214400,0
148,32,10,10,cpu,0.015322692226618528,4.138853400945663e-05,131072000,0
149,32,10,10,cuda:0,0.015380165539681911,4.381192848086357e-05,131072000,0
150,32,10,20,cpu,0.033213522657752036,4.298780113458634e-05,262144000,0
151,32,10,20,cuda:0,0.03299224181100726,4.2757391929626466e-05,262144000,0
152,32,20,1,cpu,0.005942415352910757,4.004044458270073e-05,52428800,0
153,32,20,1,cuda:0,0.006030283868312836,4.324633628129959e-05,52428800,0
154,32,20,2,cpu,0.011987505666911601,6.766999140381814e-05,104857600,0
155,32,20,2,cuda:0,0.012885068170726299,4.314146935939789e-05,104857600,0
156,32,20,10,cpu,0.06708155730739236,4.0990300476551056e-05,524288000,0
157,32,20,10,cuda:0,0.06883382704108953,4.2757391929626466e-05,524288000,0
158,32,20,20,cpu,0.13228039313107728,4.32322733104229e-05,1048576000,0
159,32,20,20,cuda:0,0.1446368676610291,5.236072465777397e-05,1048576000,0
